Git Version: aa0bda7b
    T,N,0,1,10240,320,8192,1,8192,83886080,0,8192,2621440,10240,3276800,10240,3276800,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,319,8192,1,8192,83886080,0,8192,2613248,10240,3266560,10240,3266560,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,318,8192,1,8192,83886080,0,8192,2605056,10240,3256320,10240,3256320,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,317,8192,1,8192,83886080,0,8192,2596864,10240,3246080,10240,3246080,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,316,8192,1,8192,83886080,0,8192,2588672,10240,3235840,10240,3235840,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,315,8192,1,8192,83886080,0,8192,2580480,10240,3225600,10240,3225600,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,314,8192,1,8192,83886080,0,8192,2572288,10240,3215360,10240,3215360,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,313,8192,1,8192,83886080,0,8192,2564096,10240,3205120,10240,3205120,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,312,8192,1,8192,83886080,0,8192,2555904,10240,3194880,10240,3194880,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,311,8192,1,8192,83886080,0,8192,2547712,10240,3184640,10240,3184640,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,310,8192,1,8192,83886080,0,8192,2539520,10240,3174400,10240,3174400,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,309,8192,1,8192,83886080,0,8192,2531328,10240,3164160,10240,3164160,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,308,8192,1,8192,83886080,0,8192,2523136,10240,3153920,10240,3153920,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,307,8192,1,8192,83886080,0,8192,2514944,10240,3143680,10240,3143680,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,306,8192,1,8192,83886080,0,8192,2506752,10240,3133440,10240,3133440,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,305,8192,1,8192,83886080,0,8192,2498560,10240,3123200,10240,3123200,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,974982,1573.96,55.0647,283882,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,656,8192,1,8192,83886080,0,8192,5373952,10240,6717440,10240,6717440,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,655,8192,1,8192,83886080,0,8192,5365760,10240,6707200,10240,6707200,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,654,8192,1,8192,83886080,0,8192,5357568,10240,6696960,10240,6696960,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,653,8192,1,8192,83886080,0,8192,5349376,10240,6686720,10240,6686720,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,652,8192,1,8192,83886080,0,8192,5341184,10240,6676480,10240,6676480,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,651,8192,1,8192,83886080,0,8192,5332992,10240,6666240,10240,6666240,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,650,8192,1,8192,83886080,0,8192,5324800,10240,6656000,10240,6656000,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,649,8192,1,8192,83886080,0,8192,5316608,10240,6645760,10240,6645760,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,648,8192,1,8192,83886080,0,8192,5308416,10240,6635520,10240,6635520,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,647,8192,1,8192,83886080,0,8192,5300224,10240,6625280,10240,6625280,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,646,8192,1,8192,83886080,0,8192,5292032,10240,6615040,10240,6615040,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,645,8192,1,8192,83886080,0,8192,5283840,10240,6604800,10240,6604800,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,644,8192,1,8192,83886080,0,8192,5275648,10240,6594560,10240,6594560,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,643,8192,1,8192,83886080,0,8192,5267456,10240,6584320,10240,6584320,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,642,8192,1,8192,83886080,0,8192,5259264,10240,6574080,10240,6574080,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,641,8192,1,8192,83886080,0,8192,5251072,10240,6563840,10240,6563840,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.18531e+06,1030.05,92.8519,283783,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,992,8192,1,8192,83886080,0,8192,8126464,10240,10158080,10240,10158080,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,991,8192,1,8192,83886080,0,8192,8118272,10240,10147840,10240,10147840,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,990,8192,1,8192,83886080,0,8192,8110080,10240,10137600,10240,10137600,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,989,8192,1,8192,83886080,0,8192,8101888,10240,10127360,10240,10127360,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,988,8192,1,8192,83886080,0,8192,8093696,10240,10117120,10240,10117120,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,987,8192,1,8192,83886080,0,8192,8085504,10240,10106880,10240,10106880,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,986,8192,1,8192,83886080,0,8192,8077312,10240,10096640,10240,10096640,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,985,8192,1,8192,83886080,0,8192,8069120,10240,10086400,10240,10086400,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,984,8192,1,8192,83886080,0,8192,8060928,10240,10076160,10240,10076160,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,983,8192,1,8192,83886080,0,8192,8052736,10240,10065920,10240,10065920,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,982,8192,1,8192,83886080,0,8192,8044544,10240,10055680,10240,10055680,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,981,8192,1,8192,83886080,0,8192,8036352,10240,10045440,10240,10045440,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,980,8192,1,8192,83886080,0,8192,8028160,10240,10035200,10240,10035200,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,979,8192,1,8192,83886080,0,8192,8019968,10240,10024960,10240,10024960,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,978,8192,1,8192,83886080,0,8192,8011776,10240,10014720,10240,10014720,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,10240,977,8192,1,8192,83886080,0,8192,8003584,10240,10004480,10240,10004480,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,1.2565e+06,789.806,132.456,283860,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,320,8192,1,8192,67108864,0,8192,2621440,8192,2621440,8192,2621440,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,319,8192,1,8192,67108864,0,8192,2613248,8192,2613248,8192,2613248,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,318,8192,1,8192,67108864,0,8192,2605056,8192,2605056,8192,2605056,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,317,8192,1,8192,67108864,0,8192,2596864,8192,2596864,8192,2596864,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,316,8192,1,8192,67108864,0,8192,2588672,8192,2588672,8192,2588672,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,315,8192,1,8192,67108864,0,8192,2580480,8192,2580480,8192,2580480,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,314,8192,1,8192,67108864,0,8192,2572288,8192,2572288,8192,2572288,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,313,8192,1,8192,67108864,0,8192,2564096,8192,2564096,8192,2564096,f8_fnuz_r,f8_fnuz_r,f16_r,f16_r,f32_r,1,1,0,0,0,none,0,f32_r,512,926051,1505.5,46.3794,283815,gfx942:sramecc+:xnack-,304
